Year,Month,Day,TSU,EQ,Name,Location,Country,Latitude,Longitude,Elevation,Type,Status,Time,VEI,Agent,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION
1995,2.0,4.0,,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,D1,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1995,2.0,11.0,,,Yake-dake,Honshu-Japan,Japan,36.22,137.58,2455,Stratovolcano,Historical,D1,1.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1995,4.0,2.0,,,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,Historical,D1,2.0,,,,,,20.0,1.0,,1.0,10.0,1.0,,,,,20.0,1.0,,1.0,10.0,1.0
1995,4.0,7.0,,,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552,Complex volcano,Historical,D1,3.0,M,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0
1995,5.0,15.0,,,Kelimutu,Lesser Sunda Is,Indonesia,-8.758,121.83,1640,Complex volcano,Historical,D1,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1995,9.0,6.0,,,Parker,Mindanao-Philippines,Philippines,6.12,124.89200000000001,1824,Stratovolcano,Historical,D5,,,60.0,2.0,,,,,,2.0,300.0,3.0,60.0,2.0,,,,,,2.0,300.0,3.0
1996,1.0,2.0,TSU,,Karymsky,Kamchatka,Russia,54.05,159.43,1536,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1996,4.0,30.0,,,Popocatepetl,Mexico,Mexico,19.023,-98.62200000000001,5426,Stratovolcano,Historical,D1,3.0,,5.0,1.0,,,,,,1.0,,,5.0,1.0,,,,,,1.0,,
1996,8.0,10.0,,,Kanlaon,Philippines-C,Philippines,10.412,123.132,2435,Stratovolcano,Historical,D1,2.0,T,3.0,1.0,,,18.0,1.0,,,,,3.0,1.0,,,18.0,1.0,,,,
1996,9.0,27.0,,,Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394,Stratovolcano,Holocene,U,,m,6.0,1.0,,,,1.0,,,,,6.0,1.0,,,,1.0,,,,
1996,9.0,30.0,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1996,12.0,3.0,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,3.0,P,13.0,1.0,,,29.0,1.0,,,,,13.0,1.0,,,29.0,1.0,,,,
1997,1.0,14.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,,6.0,1.0,,,,1.0,,,,,6.0,1.0,,,,1.0,,,,
1997,4.0,17.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,1.0,P,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1997,6.0,25.0,,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,3.0,P,22.0,1.0,1.0,,,,,,,,22.0,1.0,,,,,,,,
1997,7.0,12.0,,,Hakkoda Group,Honshu-Japan,Japan,40.65,140.88,1585,Stratovolcano,Holocene,U,,G,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1997,8.0,1.0,,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,3.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,9.0,2.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,9.0,15.0,,,Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,Historical,D1,,G,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1997,11.0,23.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,12.0,26.0,TSU,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1998,4.0,28.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,L,1.0,1.0,,,,,,,,,,,,,,,,,,
1998,7.0,,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,,m,10.0,1.0,,,,,,,,,10.0,1.0,,,,,,,,
1998,10.0,30.0,,,San Cristobal,Nicaragua,Nicaragua,12.702,-87.00399999999999,1745,Stratovolcano,Historical,D1,,m,1620.0,4.0,,,,,,,,,1620.0,4.0,,,,,,,,
1999,1.0,20.0,TSU,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
1999,5.0,21.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1999,8.0,15.0,,,Shiveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,Historical,D1,4.0,,,,,,,,,1.0,,,,,,,,,,,,
1999,10.0,5.0,,,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,Historical,D1,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1999,10.0,16.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,4.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,,
2000,6.0,27.0,TSU,EQ,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,3.0,,1.0,,
2000,7.0,27.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2000,8.0,23.0,,,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657,Stratovolcano,Historical,D1,3.0,P,2.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,
2000,11.0,3.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2000,11.0,,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,A,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2001,5.0,14.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,3.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
2001,7.0,26.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2001,8.0,5.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,P,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2001,10.0,20.0,,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2002,1.0,3.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,3.0,M,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2002,1.0,17.0,,,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,Historical,D1,1.0,,100.0,2.0,,,400.0,3.0,,3.0,,3.0,100.0,2.0,,,,3.0,,3.0,,3.0
2002,8.0,28.0,,EQ,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,3.0,,,,,,32.0,1.0,,2.0,,2.0,,,,,32.0,1.0,,2.0,,2.0
2002,11.0,3.0,,,Reventador,Ecuador,Ecuador,-0.078,-77.656,3562,Stratovolcano,Historical,D1,4.0,I,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0
2002,12.0,30.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0
2002,,,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,T,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
2003,7.0,12.0,TSU,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
2004,1.0,29.0,,,Egon,Lesser Sunda Is,Indonesia,-8.67,122.45,1703,Stratovolcano,Historical,D2,1.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2004,6.0,8.0,,,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329,Stratovolcano,Historical,D1,2.0,T,2.0,1.0,,,5.0,1.0,,,,,,,,,,,,,,
2004,10.0,24.0,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,4.0,T,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
2005,1.0,27.0,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,4.0,T,1.0,1.0,,,14.0,1.0,,,,,1.0,1.0,,,14.0,1.0,,,,
2005,10.0,1.0,,,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2365,Stratovolcano,Historical,D2,3.0,A,2.0,1.0,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,
2005,11.0,24.0,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
2006,3.0,17.0,,,Raoul Island,Kermadec Is,New Zealand,-29.27,-177.92,516,Stratovolcano,Historical,D1,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,5.0,20.0,TSU,,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,Historical,D1,2.0,P,,,,,,,,,,,,,,,,,,,,
2006,6.0,7.0,,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,6.0,14.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,1.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2006,7.0,18.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,8.0,17.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,T,5.0,1.0,,2.0,13.0,1.0,,3.0,,3.0,6.0,1.0,,2.0,,2.0,,3.0,,3.0
2006,11.0,30.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,1.0,m,1266.0,4.0,,,,,,1.0,,,1266.0,4.0,,,,,,1.0,,
2007,3.0,,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,4.0,M,4.0,1.0,,,1.0,1.0,,,,,4.0,1.0,,,1.0,1.0,,,,
2007,4.0,18.0,,,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,Historical,D5,,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,1.0
2007,7.0,7.0,,,Salak,Java,Indonesia,-6.72,106.73,2211,Stratovolcano,Historical,D2,,G,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
2007,9.0,30.0,,,"Tair, Jebel at",Red Sea,Yemen,15.7,41.742,244,Stratovolcano,Historical,D3,,,7.0,1.0,,,1.0,1.0,,,,,7.0,1.0,,,,1.0,,,,
2008,5.0,2.0,,,Chaiten,Chile-S,Chile,-42.833,-72.646,962,Caldera,Holocene,D1,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2008,8.0,8.0,TSU,,Kasatochi,Aleutian Is,United States,52.18,-175.5,314,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
2008,8.0,22.0,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,M,2.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,1.0
2008,11.0,20.0,,,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,Historical,D5,,,10.0,1.0,,1.0,,1.0,,,,,10.0,1.0,,1.0,,1.0,,,,
2009,3.0,23.0,,,Redoubt,Alaska-SW,United States,60.48,-152.75,3108,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2009,11.0,30.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,,,,,,,,,2.0,,,,,,,,,,2.0,,
2010,1.0,,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
2010,3.0,31.0,,,Eyjafjallajokull,Iceland-S,Iceland,63.63,-19.62,1666,Stratovolcano,Historical,D1,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2010,5.0,27.0,,,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552,Complex volcano,Historical,D1,1.0,T,1.0,1.0,3.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,3.0,1.0
2010,5.0,29.0,TSU,EQ,Sarigan,Mariana Is-C Pacific,United States,16.708,145.78,538,Stratovolcano,Holocene,U,,,,,,,,,,,,,,,,,,,,,,
2010,8.0,6.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,3.0,,4.0,1.0,,,5.0,1.0,,,,1.0,4.0,1.0,,,5.0,1.0,,,,1.0
2010,8.0,30.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2010,10.0,26.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,,367.0,3.0,,,277.0,3.0,600.0,4.0,,3.0,367.0,3.0,,,277.0,3.0,600.0,4.0,,3.0
2010,11.0,,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
2010,12.0,28.0,,,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,,,
2011,1.0,3.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,M,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,
2011,1.0,28.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,
2011,2.0,23.0,,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2011,3.0,18.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2011,4.0,,,,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023,Stratovolcano,Historical,D1,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
2011,6.0,4.0,,,Puyehue,Chile-C,Chile,-40.59,-72.117,2236,Stratovolcano,Holocene,U,4.0,,,,,,,,,2.0,,,,,,,,,,2.0,,
2011,6.0,22.0,,,Nabro,Africa-NE,Eritrea,13.37,41.7,2218,Stratovolcano,Holocene,Unknown,3.0,,31.0,1.0,,,,3.0,,1.0,,,31.0,1.0,,,,3.0,,1.0,,
2011,7.0,9.0,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,Historical,D2,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2011,7.0,17.0,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,Historical,D1,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2011,12.0,27.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,3.0,m,4.0,1.0,,,,1.0,,,,,4.0,1.0,,,,1.0,,,,
2012,2.0,10.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,,,,,,,,,2.0,,,,,,,,,,2.0,,
2012,3.0,2.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,L,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
2012,12.0,12.0,,,Tolbachik,Kamchatka,Russia,55.83,160.33,3682,Shield volcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,2.0,12.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,M,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,
2013,2.0,,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2013,5.0,7.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,,,5.0,1.0,,,8.0,1.0,,,,,5.0,1.0,,,8.0,1.0,,,,
2013,8.0,10.0,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,3.0,,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
2013,9.0,1.0,,,Ubinas,Peru,Peru,-16.355,-70.903,5672,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,9.0,4.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,9.0,15.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,
2013,12.0,13.0,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2014,2.0,1.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,,17.0,1.0,,,3.0,1.0,,1.0,,2.0,17.0,1.0,,,3.0,1.0,,1.0,,2.0
2014,2.0,13.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,,,7.0,1.0,,,,,,3.0,4098.0,4.0,7.0,1.0,,,,,,3.0,4098.0,4.0
2014,9.0,27.0,,,On-take,Honshu-Japan,Japan,35.9,137.48,3063,Complex volcano,Historical,D1,3.0,,55.0,2.0,,,70.0,2.0,,,,,55.0,2.0,,,70.0,2.0,,,,
2014,11.0,10.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,,,,,,,,14.5,3.0,1.0,1.0,,,,,,,14.5,3.0,1.0,1.0
2014,11.0,23.0,,,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,Historical,D1,,,,,,,,,,2.0,230.0,3.0,,,,,,,,2.0,230.0,3.0
2014,12.0,18.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,,,1.0,1.0,,,4.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,,
2015,2.0,20.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2015,4.0,22.0,,,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003,Stratovolcano,Historical,D2,,,,,,,,,,2.0,,2.0,,,,,,,,2.0,,2.0
2015,5.0,7.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2015,7.0,31.0,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,2.0,,,,,,2.0,1.0,,1.0,,,,,,,2.0,1.0,,1.0,,
2015,10.0,16.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,M,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
2015,10.0,,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,,I,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2016,5.0,9.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,,1.0,1.0,,,4.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,,
2016,5.0,21.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,,7.0,1.0,,,3.0,1.0,100.0,4.0,,,7.0,1.0,,,3.0,1.0,100.0,4.0,,
2016,6.0,9.0,,,Yellowstone,US-Wyoming,United States,44.43,-110.67,2805,Caldera,Tephrochronology,D7,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2016,9.0,27.0,,,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726,Stratovolcano,Historical,D1,,,,,44.0,1.0,,,,,,,,,44.0,1.0,,,,,,
2016,10.0,8.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2017,3.0,15.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,,P,,,,,10.0,1.0,,,,,,,,,10.0,1.0,,,,
2017,4.0,13.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,2.0,P,,,,,,,,1.0,,2.0,,,,,,,,1.0,,2.0
2017,6.0,6.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,2.0,P,,,,,,,,2.0,,,,,,,,,,2.0,,
2017,7.0,1.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,,,8.0,1.0,,,11.0,1.0,,,,,8.0,1.0,,,11.0,1.0,,,,
2017,9.0,12.0,,,Campi Flegrei,Italy,Italy,40.827,14.139000000000001,458,Caldera,Historical,D5,,,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
2017,9.0,23.0,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,Historical,D1,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2017,12.0,18.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,A,8.0,1.0,,,8.0,1.0,,,,,8.0,1.0,,,8.0,1.0,,,,
2017,12.0,27.0,,,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460,Stratovolcano,Holocene,U,,T,,,,,,,,2.0,,,,,,,,,,2.0,,
2018,1.0,5.0,,,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365,Stratovolcano,Holocene,U,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2018,1.0,13.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,,"T,P",,,,,1972.0,4.0,3.72,2.0,,,,,,,1972.0,4.0,3.72,2.0,,
2018,1.0,23.0,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,Historical,D1,,T,1.0,1.0,,,11.0,1.0,,1.0,,,1.0,1.0,,,11.0,1.0,,1.0,,
2018,2.0,1.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,1.0,G,1.0,1.0,,,3.0,1.0,,,,,1.0,1.0,,,3.0,1.0,,,,
2018,2.0,9.0,TSU,,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365,Stratovolcano,Holocene,U,,W,,,,,,,,,,,,,,,,,,,,
2018,3.0,21.0,,,Ijen,Java,Indonesia,-8.058,114.242,2799,Stratovolcano,Historical,D1,,G,,,,,30.0,1.0,,,,,,,,,30.0,1.0,,,,
2018,3.0,30.0,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,Historical,D1,3.0,"T,G,M",4.0,1.0,,,,,,2.0,,1.0,4.0,1.0,,,,,,2.0,,1.0
2018,4.0,28.0,TSU,EQ,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,1.0,L,,,,,1.0,1.0,,4.0,716.0,3.0,,,,,1.0,1.0,,4.0,716.0,3.0
2018,6.0,3.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,2.0,P,165.0,3.0,260.0,3.0,55.0,2.0,,3.0,186.0,3.0,165.0,3.0,260.0,3.0,55.0,2.0,,3.0,186.0,3.0
2018,7.0,16.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,T,,,,,23.0,1.0,1.0,1.0,,,,,,,23.0,1.0,1.0,1.0,,
2018,8.0,25.0,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,D1,4.0,"L,T",,,,,,,,3.0,164.0,3.0,,,,,,,,3.0,164.0,3.0
2018,12.0,15.0,,EQ,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,2.0,"S,T,G",,,,,,,,2.0,,1.0,,,,,,,,2.0,,1.0
